,地段,datetime,total_price,unit_price,area,主建物佔比,型態,age,樓別/樓高,交易標的,交易筆棟數,建物現況格局,parking_price,管理組織,電梯,主要用途,備註
1779,6,2019/8/21,660.0,16.9,39.07,64.69%,華廈(10層含以下有電梯),20+,三層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,,0,親友、員工或其他特殊關係間之交易。;
1780,6,2019/7/29,1500.0,61.4,24.43,93.56%,華廈(10層含以下有電梯),20+,七層/七層,房地(土地+建物),土:1 建:1車:0,,,有,,0,
1781,6,2023/1/7,1530.0,49.4,30.98,77.69%,華廈(10層含以下有電梯),20+,五層/七層,房地(土地+建物),土:2 建:1車:0,15,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;急買急賣;
1782,6,2021/4/27,1750.0,66.5,26.33,75.57%,住宅大樓(11層含以上有電梯),20+,六層/十二層,房地(土地+建物),土:1 建:1車:0,9,,有,有,0,
1783,6,2021/4/14,2200.0,66.9,32.87,71.89%,住宅大樓(11層含以上有電梯),20+,十層/十二層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,
1784,6,2021/4/11,1908.0,87.1,21.91,79.67%,住宅大樓(11層含以上有電梯),20+,一層/十二層,房地(土地+建物),土:1 建:1車:0,,,有,有,1,
1785,6,2021/1/28,1200.0,36.8,32.61,88.38%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
1786,6,2020/11/26,1711.0,65.0,26.33,75.57%,住宅大樓(11層含以上有電梯),20+,三層/十二層,房地(土地+建物),土:1 建:1車:0,9,,有,有,0,其他增建;
1787,6,2020/6/8,2000.0,51.1,39.14,70.86%,住宅大樓(11層含以上有電梯),20+,十二層/十二層,房地(土地+建物),土:1 建:1車:0,15,,有,有,0,二親等間買賣親友、員工、共有人或其他特殊關係間之交易;
1788,6,2020/3/24,2406.0,68.2,35.25,76.57%,住宅大樓(11層含以上有電梯),20+,九層/十二層,房地(土地+建物),土:1 建:1車:0,91,,有,,0,含增建或未登記建物。;
1789,6,2020/1/16,2034.0,81.8,24.85,,店面（店舖),20+,一層/十二層,房地(土地+建物),土:1 建:1車:0,6,,無,,4,含增建或未登記建物。;
1790,6,2019/9/15,1606.0,47.3,33.95,88.81%,公寓(5樓含以下無電梯),20+,五層/五層,房地(土地+建物),土:1 建:1車:0,15,,無,,0,含增建或未登記建物。;
1791,6,2019/4/21,2228.0,58.7,37.98,81.93%,華廈(10層含以下有電梯),20+,六層/七層,房地(土地+建物),土:1 建:1車:0,15,,無,,0,含增建或未登記建物。;
1792,6,2019/2/20,1250.0,43.2,28.9,78.18%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:2 建:1車:0,15,,無,,0,
1793,6,2021/12/8,1450.0,61.7,23.5,80.48%,公寓(5樓含以下無電梯),20+,四層/五層,房地(土地+建物),土:1 建:1車:0,11,,無,無,0,陽台外推;其他增建;
1794,6,2019/9/4,1435.0,84.5,16.98,88.51%,住宅大樓(11層含以上有電梯),20+,一層/十二層,房地(土地+建物),土:1 建:1車:0,,,有,,1,
1795,6,2023/12/1,2800.0,69.3,40.4,94.44%,住宅大樓(11層含以上有電梯),20+,三層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,有,0,
1796,6,2019/3/9,2000.0,64.6,30.98,77.69%,華廈(10層含以下有電梯),20+,四層/七層,房地(土地+建物),土:2 建:1車:0,8,,有,,0,含增建或未登記建物。
1797,6,2023/5/17,2828.0,55.9,50.6,81.89%,住宅大樓(11層含以上有電梯),20+,三層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,有,0,
1798,6,2022/12/7,3008.0,73.8,40.75,77.74%,住宅大樓(11層含以上有電梯),20+,十一層/十二層,房地(土地+建物),土:1 建:1車:0,8,,有,有,0,其他增建;
1799,6,2022/8/11,1703.0,37.3,45.68,79.56%,華廈(10層含以下有電梯),20+,四層/七層,房地(土地+建物),土:3 建:1車:0,15,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
1800,6,2021/11/23,1368.0,90.9,15.04,58.98%,華廈(10層含以下有電梯),20+,三層/六層,房地(土地+建物),土:2 建:1車:0,11,,無,有,0,陽台外推;其他增建;
1801,6,2021/1/25,1790.0,82.9,21.58,65.57%,華廈(10層含以下有電梯),20+,六層/六層,房地(土地+建物),土:2 建:1車:0,9,,無,有,0,其他增建;
1802,6,2020/11/2,2750.0,57.1,48.14,79.86%,住宅大樓(11層含以上有電梯),20+,八層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,有,0,
1803,6,2020/7/21,1936.0,65.4,29.6,78.58%,住宅大樓(11層含以上有電梯),20+,二層/十二層,房地(土地+建物),土:1 建:1車:0,9,,有,有,0,其他增建;
1804,6,2023/5/6,530.0,64.2,8.25,61.69%,公寓(5樓含以下無電梯),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,16,,無,無,0,其他增建;
1805,6,2022/10/24,2000.0,85.8,23.31,87.91%,住宅大樓(11層含以上有電梯),20+,十五層/十六層,房地(土地+建物),土:3 建:1車:0,18,,有,有,3,陽台外推;
1806,6,2019/6/2,2918.0,62.4,46.74,80.18%,住宅大樓(11層含以上有電梯),20+,五層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,8,,有,,0,
1807,6,2019/1/12,2875.0,61.5,46.74,91.97%,住宅大樓(11層含以上有電梯),20+,三層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,8,,有,,0,
1808,6,2021/9/17,2500.0,50.0,49.99,81.91%,公寓(5樓含以下無電梯),20+,"一層,二層/四層",房地(土地+建物)+車位,土:1 建:1車:1,15,,無,無,0,陽台外推;
1809,6,2021/8/15,1320.0,79.8,16.54,57.09%,住宅大樓(11層含以上有電梯),20+,三層/十六層,房地(土地+建物),土:3 建:1車:0,11,,有,有,2,陽台外推;
1810,6,2023/11/20,3900.0,86.3,45.18,64.41%,住宅大樓(11層含以上有電梯),20+,"十一層,電梯樓梯間/十二層",房地(土地+建物)+車位,土:3 建:1車:1,15,,有,有,0,其他增建;
1811,6,2023/10/28,3668.0,81.6,44.96,64.72%,住宅大樓(11層含以上有電梯),20+,"六層,電梯樓梯間/十二層",房地(土地+建物)+車位,土:2 建:1車:1,15,,有,有,0,其他增建;
1812,6,2020/8/3,2700.0,78.6,34.34,71.29%,住宅大樓(11層含以上有電梯),20+,六層/十六層,房地(土地+建物),土:3 建:1車:0,15,,有,有,3,
1813,6,2024/1/7,1918.0,71.8,26.71,44.45%,華廈(10層含以下有電梯),20+,四層/六層,房地(土地+建物),土:1 建:1車:0,92,,有,有,0,陽台外推;夾層;其他增建;
1814,6,2019/6/18,976.0,70.2,13.91,73.04%,套房(1房(1廳)1衛),20+,三層/十六層,房地(土地+建物),土:3 建:1車:0,4,,有,,2,
1815,6,2019/3/10,2318.0,72.5,31.97,76.08%,住宅大樓(11層含以上有電梯),20+,五層/十六層,房地(土地+建物),土:3 建:1車:0,15,,有,,3,
1816,6,2019/1/3,454.0,55.0,8.25,61.69%,套房(1房(1廳)1衛),20+,三層/四層,房地(土地+建物),土:1 建:1車:0,16,,無,,0,含增建或未登記建物。
1817,6,2023/10/29,2048.0,87.4,23.44,59.42%,住宅大樓(11層含以上有電梯),20+,九層/十一層,房地(土地+建物),土:1 建:1車:0,6,,有,有,0,陽台外推;其他增建;
1818,6,2023/9/30,1980.0,84.5,23.44,59.42%,住宅大樓(11層含以上有電梯),20+,六層/十一層,房地(土地+建物),土:1 建:1車:0,11,,有,有,0,陽台外推;其他增建;
1819,6,2023/6/17,2630.0,71.2,36.94,59.49%,住宅大樓(11層含以上有電梯),20+,五層/十一層,房地(土地+建物)+車位,土:1 建:1車:2,17,,有,有,0,陽台外推;
1820,6,2021/9/30,1712.0,62.2,27.53,62.29%,華廈(10層含以下有電梯),20+,六層/六層,房地(土地+建物),土:1 建:1車:0,46,,有,有,0,陽台外推;夾層;其他增建;
1821,6,2021/8/23,4450.0,57.4,77.49,56.49%,公寓(5樓含以下無電梯),20+,"一層,二層,三層/六層",房地(土地+建物)+車位,土:1 建:1車:1,93,,有,無,0,陽台外推;頂樓加蓋;其他增建;
1822,6,2021/8/8,1530.0,54.4,28.15,51.83%,華廈(10層含以下有電梯),20+,六層/六層,房地(土地+建物),土:1 建:1車:0,11,,有,有,0,陽台外推;夾層;其他增建;
1823,6,2021/5/1,3410.0,47.7,71.47,60.95%,公寓(5樓含以下無電梯),20+,"一層,二層,三層,夾層/六層",房地(土地+建物)+車位,土:1 建:1車:1,32,,有,無,0,陽台外推;夾層;其他增建;
1824,6,2021/11/3,1700.0,72.5,23.44,59.42%,住宅大樓(11層含以上有電梯),20+,七層/十一層,房地(土地+建物),土:1 建:1車:0,11,,有,有,0,陽台外推;
1825,6,2020/2/15,1418.0,56.9,24.91,59.56%,華廈(10層含以下有電梯),11~20,六層/六層,房地(土地+建物),土:1 建:1車:0,46,,有,,0,含增建或未登記建物。;
1826,6,2019/8/25,950.0,55.9,16.99,49.96%,華廈(10層含以下有電梯),11~20,六層/六層,房地(土地+建物),土:1 建:1車:0,27,,有,,0,含增建或未登記建物。;
1827,6,2021/6/23,3350.0,60.0,55.79,53.98%,華廈(10層含以下有電梯),11~20,四層/九層,房地(土地+建物)+車位,土:1 建:1車:1,19,,有,有,0,其他增建;
1828,6,2019/2/24,200.0,24.509803921568626,8.16,,華廈(10層含以下有電梯),11~20,一層/六層,房地(土地+建物)+車位,土:1 建:1車:1,,,有,,3,親友、員工或其他特殊關係間之交易。;
1829,6,2023/12/27,2350.0,69.4,33.87,39.02%,住宅大樓(11層含以上有電梯),11~20,五層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,4,,有,有,0,
1830,6,2023/12/10,1050.0,93.8,11.2,58.10%,住宅大樓(11層含以上有電梯),11~20,二層/十四層,房地(土地+建物),土:2 建:1車:0,,,有,有,0,其他增建;
1831,6,2023/12/6,2680.0,98.3,27.28,58.13%,住宅大樓(11層含以上有電梯),11~20,九層/十四層,房地(土地+建物),土:2 建:2車:0,11,,有,有,0,169號9樓之3、169號9樓之5建物現況：打通使用。親友、員工、共有人或其他特殊關係間之交易;
1832,6,2023/9/10,1480.0,108.5,13.65,57.97%,住宅大樓(11層含以上有電梯),11~20,十三層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,有,0,夾層;
1833,6,2023/7/31,1364.0,100.0,13.64,58.13%,住宅大樓(11層含以上有電梯),11~20,六層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,有,0,夾層;其他增建;
1834,6,2023/7/13,950.0,85.6,11.09,59.59%,住宅大樓(11層含以上有電梯),11~20,十二層/十四層,房地(土地+建物),土:2 建:1車:0,,,有,有,0,
1835,6,2023/5/19,1280.0,92.9,13.78,59.85%,住宅大樓(11層含以上有電梯),11~20,十層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,有,0,夾層;
1836,6,2023/3/18,1066.0,96.1,11.09,59.59%,住宅大樓(11層含以上有電梯),11~20,九層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,有,0,夾層;其他增建;
1837,6,2023/2/27,1025.0,92.5,11.08,59.63%,住宅大樓(11層含以上有電梯),11~20,二層/十四層,房地(土地+建物),土:2 建:1車:0,,,有,有,0,夾層;
1838,6,2023/1/31,2850.0,68.6,41.54,57.29%,住宅大樓(11層含以上有電梯),11~20,十二層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,18,,有,有,0,
1839,6,2023/1/30,1160.0,85.0,13.64,58.13%,住宅大樓(11層含以上有電梯),11~20,十一層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,有,0,夾層;
1840,6,2022/11/7,1280.0,93.8,13.64,58.13%,住宅大樓(11層含以上有電梯),11~20,五層/十四層,房地(土地+建物),土:2 建:1車:0,20,,有,有,0,
1841,6,2022/8/21,1273.0,93.0,13.69,58.93%,住宅大樓(11層含以上有電梯),11~20,十三層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,有,0,
1842,6,2022/4/16,3525.0,162.2,21.74,52.73%,住宅大樓(11層含以上有電梯),11~20,一層/十四層,房地(土地+建物),土:2 建:1車:0,,,有,有,1,
1843,6,2022/2/19,1000.0,89.3,11.2,58.10%,住宅大樓(11層含以上有電梯),11~20,二層/十四層,房地(土地+建物),土:2 建:1車:0,16,,有,有,0,
1844,6,2021/11/27,2350.0,89.5,26.25,58.82%,住宅大樓(11層含以上有電梯),11~20,四層/十四層,房地(土地+建物),土:2 建:1車:0,9,,有,有,0,
1845,6,2021/9/14,1600.0,186.9,8.56,45.69%,住宅大樓(11層含以上有電梯),11~20,一層/十四層,房地(土地+建物),土:2 建:1車:0,,,有,有,1,
1846,6,2021/9/1,1430.0,56.4,25.34,57.82%,住宅大樓(11層含以上有電梯),11~20,三層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,4,,有,有,0,夾層;其他增建;
1847,6,2021/5/19,1502.0,59.0,25.47,59.85%,住宅大樓(11層含以上有電梯),11~20,十一層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,16,,有,有,0,
1848,6,2021/4/21,1200.0,74.6,16.1,57.49%,住宅大樓(11層含以上有電梯),11~20,四層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,有,0,夾層;
1849,6,2021/3/20,1150.0,84.3,13.64,58.13%,住宅大樓(11層含以上有電梯),11~20,四層/十四層,房地(土地+建物),土:2 建:1車:0,16,,有,有,0,
1850,6,2021/2/7,1458.0,58.1,25.09,59.02%,住宅大樓(11層含以上有電梯),11~20,十三層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,4,,有,有,0,夾層;其他增建;
1851,6,2021/2/5,1168.0,85.6,13.64,58.13%,住宅大樓(11層含以上有電梯),11~20,五層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,有,0,夾層;其他增建;
1852,6,2020/12/6,1135.0,83.1,13.65,57.82%,住宅大樓(11層含以上有電梯),11~20,九層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,有,0,
1853,6,2020/11/25,1038.0,92.7,11.2,58.10%,住宅大樓(11層含以上有電梯),11~20,十層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,有,0,
1854,6,2020/7/29,2500.0,65.9,37.94,40.69%,住宅大樓(11層含以上有電梯),11~20,五層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,9,,有,有,0,
1855,6,2020/5/9,1340.0,52.6,25.47,59.85%,套房(1房(1廳)1衛),11~20,八層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,4,,有,,0,
1856,6,2020/5/8,1088.0,79.8,13.64,58.13%,套房(1房(1廳)1衛),11~20,四層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,,0,含增建或未登記建物。;
1857,6,2020/5/2,880.0,79.3,11.09,59.59%,套房(1房(1廳)1衛),11~20,四層/十四層,房地(土地+建物),土:2 建:1車:0,,,有,,0,增建夾層本成交資訊係由不動產經紀業提供屬實
1858,6,2020/4/26,1150.0,83.5,13.78,59.85%,套房(1房(1廳)1衛),11~20,十層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,,0,含增建或未登記建物。
1859,6,2020/3/28,968.0,71.0,13.64,58.13%,套房(1房(1廳)1衛),11~20,三層/十四層,房地(土地+建物),土:2 建:1車:0,16,,有,,0,
1860,6,2020/1/19,1125.0,82.5,13.64,58.13%,住宅大樓(11層含以上有電梯),11~20,四層/十四層,房地(土地+建物),土:2 建:1車:0,11,,有,,0,含增建或未登記建物。
1861,6,2019/10/30,920.0,67.4,13.64,58.13%,套房(1房(1廳)1衛),11~20,八層/十四層,房地(土地+建物),土:2 建:1車:0,,,有,,0,
1862,6,2019/9/3,938.0,84.6,11.09,59.59%,套房(1房(1廳)1衛),11~20,十二層/十四層,房地(土地+建物),土:2 建:1車:0,20,,有,,0,含增建或未登記建物。;
1863,6,2019/8/31,900.0,66.0,13.64,58.13%,套房(1房(1廳)1衛),11~20,六層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,,0,親友、員工或其他特殊關係間之交易。;
1864,6,2019/8/4,1130.0,82.8,13.64,58.13%,套房(1房(1廳)1衛),11~20,十層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,,0,含增建或未登記建物。;
1865,6,2019/5/5,880.0,79.3,11.09,59.59%,套房(1房(1廳)1衛),11~20,三層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,,0,
1866,6,2019/5/5,1130.0,82.8,13.65,57.97%,套房(1房(1廳)1衛),11~20,十三層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,,0,含增建或未登記建物。;
1867,6,2019/2/24,1186.0,86.6,13.7,58.77%,住宅大樓(11層含以上有電梯),11~20,八層/十四層,房地(土地+建物),土:2 建:1車:0,11,,有,,0,含增建或未登記建物。
1868,6,2019/2/16,920.0,66.8,13.78,59.85%,套房(1房(1廳)1衛),11~20,四層/十四層,房地(土地+建物),土:2 建:1車:0,,,有,,0,增建夾層
1869,6,2019/1/30,835.0,61.2,13.64,58.13%,套房(1房(1廳)1衛),11~20,三層/十四層,房地(土地+建物),土:2 建:1車:0,,,有,,0,
1870,6,2019/1/30,1050.0,78.9,13.31,59.57%,套房(1房(1廳)1衛),11~20,二層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,,0,
1871,6,2019/1/19,1068.0,78.3,13.64,58.13%,套房(1房(1廳)1衛),11~20,九層/十四層,房地(土地+建物),土:2 建:1車:0,4,,有,,0,
1872,6,2023/1/4,3300.0,86.8,38.02,50.35%,住宅大樓(11層含以上有電梯),6~10,八層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,15,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
1873,6,2021/10/21,3300.0,86.9,37.97,54.50%,住宅大樓(11層含以上有電梯),6~10,九層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,17,,有,有,0,
1874,6,2023/3/5,1732.0,72.6,23.86,57.78%,華廈(10層含以下有電梯),6~10,二層/五層,房地(土地+建物)+車位,土:4 建:1車:1,4,,有,有,0,其他增建;
1875,6,2022/3/20,1275.0,82.1,15.52,59.99%,華廈(10層含以下有電梯),6~10,三層/五層,房地(土地+建物),土:4 建:1車:0,4,,有,有,0,
1876,6,2021/7/26,1893.0,73.4,25.8,60.29%,華廈(10層含以下有電梯),6~10,二層/五層,房地(土地+建物),土:4 建:1車:0,9,,有,有,0,其他增建;
1877,6,2021/6/18,1560.0,70.8,22.04,60.05%,華廈(10層含以下有電梯),6~10,五層/五層,房地(土地+建物)+車位,土:4 建:1車:1,6,,有,有,0,其他增建;
1878,6,2020/6/14,1766.0,68.4,25.8,60.29%,華廈(10層含以下有電梯),6~10,三層/五層,房地(土地+建物),土:4 建:1車:0,11,,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
1879,6,2020/3/5,888.0,71.7,12.38,60.43%,套房(1房(1廳)1衛),2~5,四層/五層,房地(土地+建物),土:4 建:1車:0,4,,有,,0,含增建或未登記建物。;
1880,6,2019/1/25,1728.0,67.0,25.8,60.29%,華廈(10層含以下有電梯),2~5,二層/五層,房地(土地+建物),土:4 建:1車:0,11,,無,,0,
1881,5,2023/5/13,1850.0,95.36082474226805,19.4,,透天厝,20+,全/三層,房地(土地+建物),土:1 建:1車:0,64,,無,無,0,頂樓加蓋;含租約;
1882,5,2023/4/30,1890.0,97.77547853078117,19.33,,透天厝,20+,全/三層,房地(土地+建物),土:1 建:1車:0,80,,無,無,0,頂樓加蓋;
1883,5,2023/4/27,3800.0,96.93877551020408,39.2,,透天厝,20+,全/三層,房地(土地+建物),土:1 建:1車:0,94,,無,無,0,頂樓加蓋;
1884,5,2022/11/28,1450.0,75.01293326435594,19.33,,透天厝,20+,全/三層,房地(土地+建物),土:1 建:1車:0,95,,無,無,0,陽台外推;
1885,5,2023/6/14,2574.0,74.50072358900145,34.55,,透天厝,20+,全/三層,房地(土地+建物),土:1 建:1車:0,31,,無,無,0,頂樓加蓋;
1886,5,2022/12/15,3038.0,86.84962835906232,34.98,,透天厝,20+,全/三層,房地(土地+建物),土:2 建:1車:0,92,,無,無,0,頂樓加蓋;未登記建物;
1887,5,2022/3/19,1250.0,63.710499490316,19.62,,透天厝,20+,全/三層,房地(土地+建物),土:1 建:1車:0,75,,無,無,0,
1888,5,2021/7/26,1000.0,48.16955684007707,20.76,,透天厝,20+,全/三層,房地(土地+建物),土:1 建:1車:0,,,無,無,0,直系親屬交易
1889,5,2020/11/10,350.5,37.12923728813559,9.44,,透天厝,20+,全/三層,房地(土地+建物),土:1 建:1車:0,17,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;頂樓加蓋;
1890,5,2020/11/10,725.0,76.80084745762713,9.44,,透天厝,20+,全/三層,房地(土地+建物),土:1 建:1車:0,17,,無,無,0,頂樓加蓋;
1891,5,2019/2/25,1450.0,73.4549138804458,19.74,,透天厝,20+,全/三層,房地(土地+建物),土:1 建:1車:0,8,,無,,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;
1892,5,2024/1/23,2000.0,77.4,25.83,100.00%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:2 建:1車:0,27,,無,無,0,親友、員工、共有人或其他特殊關係間之交易;
1893,5,2023/12/19,1615.0,64.3,25.13,89.52%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:2 建:1車:0,18,,無,無,0,
1894,5,2023/11/30,770.0,42.7,18.03,100.00%,公寓(5樓含以下無電梯),20+,二層/四層,房地(土地+建物),土:1 建:1車:0,11,,無,無,0,本案另含一樓增建沿著加蓋之面積。本案約定買方負擔產權移轉所衍生之全部稅費﹝含土地增值稅、契稅、印花稅、地政規費、代辦費等﹞親友、員工、共有人或其他特殊關係間之交易;陽台外推;
