地段,datetime,total_price,unit_price,area,主建物佔比,型態,age,樓別/樓高,交易標的,交易筆棟數,建物現況格局,parking_price,管理組織,電梯,主要用途,備註
永吉路,2020/4/29,1988,64.3,30.94,57.35%,住宅大樓(11層含以上有電梯),13,三層/十四層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,有,,住家用,
永吉路,2020/4/21,850,72.3,11.75,62.13%,套房(1房(1廳)1衛),13,五層/十四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,,住家用,含增建或未登記建物。;
永吉路,2020/1/9,1210,73.1,16.56,53.60%,華廈(10層含以下有電梯),13,六層/十層,房地(土地+建物),土:2 建:1車:0,,,有,,住家用,
永吉路,2019/12/30,2159,73,29.57,55.66%,套房(1房(1廳)1衛),13,六層/十層,房地(土地+建物),土:2 建:2車:0,1衛,,有,,住家用,含增建或未登記建物。;
永吉路,2019/12/27,440,29.6,14.86,55.73%,套房(1房(1廳)1衛),13,三層/十層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,有,,住家用,親友、員工或其他特殊關係間之交易。;
永吉路,2019/12/22,1250,73,17.12,55.05%,套房(1房(1廳)1衛),13,六層/十層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,有,,住家用,含增建或未登記建物。;
永吉路,2019/12/2,985,73.8,13.35,56.47%,套房(1房(1廳)1衛),13,五層/十層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,有,,住家用,含增建或未登記建物。;
永吉路,2019/7/16,2120,71.8,29.54,55.70%,華廈(10層含以下有電梯),13,二層/十層,房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,有,,住家用,含增建或未登記建物。;
永吉路,2022/5/10,2620,120.2,21.8,40.57%,住宅大樓(11層含以上有電梯),12,十二層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,有,有,住家用,
永吉路,2022/2/9,3000,105.1,28.55,42.22%,住宅大樓(11層含以上有電梯),12,十層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,夾層;
永吉路,2021/9/10,2120,103.2,20.55,55.45%,華廈(10層含以下有電梯),12,二層/六層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,其他增建;
永吉路,2019/7/4,2800,63.5,44.07,53.25%,住宅大樓(11層含以上有電梯),12,三層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,,住家用,
永吉路,2019/5/17,1060,71.3,14.86,55.73%,套房(1房(1廳)1衛),12,四層/十層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,有,,住家用,含增建或未登記建物。
永吉路,2019/3/27,1000,31.3,31.99,28.20%,套房(1房(1廳)1衛),12,九層/十層,房地(土地+建物)+車位,土:2 建:1車:3,1房1廳1衛,,有,,住家用,親友、員工或其他特殊關係間之交易。;
永吉路,2019/3/4,2250,73.4,30.64,44.86%,住宅大樓(11層含以上有電梯),12,十三層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,,有,,住家用,含增建或未登記建物。;
永吉路,2021/11/6,2770,87.4,31.69,52.56%,住宅大樓(11層含以上有電梯),11,五層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,1房2廳1衛,,有,有,住家用,車位所在樓層:地下一層。夾層;其他增建;
永吉路,2021/10/27,3226,93.3,34.58,32.37%,華廈(10層含以下有電梯),11,八層/九層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,有,有,住家用,夾層;
永吉路,2021/6/26,3200,101.8,31.44,48.00%,住宅大樓(11層含以上有電梯),11,三層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,,有,有,住家用,夾層;
永吉路,2021/6/15,2420,121.9,19.86,56.37%,華廈(10層含以下有電梯),11,三層/九層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,有,有,住家用,夾層;其他增建;
永吉路,2021/6/11,7600,84,90.45,35.98%,華廈(10層含以下有電梯),11,"一層,見其他登記事項/九層",房地(土地+建物)+車位,土:1 建:1車:3,4房3廳2衛,,有,有,商業用,
永吉路,2023/3/20,1350,83.8,16.11,41.13%,住宅大樓(11層含以上有電梯),10,八層/十二層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
永吉路,2022/7/10,1520,97.9,15.52,39.71%,華廈(10層含以下有電梯),10,六層/七層,房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,有,有,住家用,陽台外推;夾層;
永吉路,2021/12/14,3980,83.1,47.92,47.80%,華廈(10層含以下有電梯),10,一層/八層,房地(土地+建物)+車位,土:1 建:1車:4,,,有,有,商業用,
永吉路,2021/11/3,3530,64.6,54.69,41.51%,華廈(10層含以下有電梯),10,二層/八層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,有,有,住家用,陽台外推;
永吉路,2021/9/18,2296,75,30.61,51.02%,華廈(10層含以下有電梯),10,五層/八層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,,有,有,住家用,其他增建;
永吉路,2021/7/29,3610,66,54.69,41.51%,華廈(10層含以下有電梯),10,三層/八層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,陽台外推;
永吉路,2020/11/10,3058,121.7,25.13,54.76%,華廈(10層含以下有電梯),10,三層/九層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,有,有,住家用,陽台外推;夾層;
永吉路,2020/8/5,1898,92.4,20.55,55.45%,華廈(10層含以下有電梯),10,五層/六層,房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,有,有,住家用,其他增建;
永吉路,2020/2/15,2120,83.6,25.35,55.45%,華廈(10層含以下有電梯),10,四層/六層,房地(土地+建物)+車位,土:1 建:1車:1,1房2廳1衛,,有,,住家用,含增建或未登記建物。;
永吉路,2020/1/11,2800,88.4,31.69,52.19%,住宅大樓(11層含以上有電梯),10,八層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,,住家用,含增建或未登記建物。;
永吉路,2023/11/17,2350,110,21.37,54.24%,華廈(10層含以下有電梯),9,五層/六層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,,有,有,住家用,塔式車位位於地上第一層。其他增建;
永吉路,2022/11/4,8800,119.9,73.37,60.70%,住宅大樓(11層含以上有電梯),9,六層/十一層,房地(土地+建物)+車位,土:1 建:1車:2,3房2廳2衛,,有,有,住家用,
永吉路,2021/12/30,9588,87.3,109.84,73.10%,住宅大樓(11層含以上有電梯),9,四層/十二層,房地(土地+建物)+車位,土:1 建:1車:3,3衛,,有,有,住家用,其他增建;
永吉路,2021/12/2,6868,98.4,69.8,48.15%,住宅大樓(11層含以上有電梯),9,二層/十一層,房地(土地+建物)+車位,土:1 建:1車:2,3房2廳2衛,,有,有,住家用,
永吉路,2021/7/17,2070,86,24.07,35.36%,華廈(10層含以下有電梯),9,三層/七層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,有,住家用,陽台外推;夾層;
永吉路,2019/9/24,2500,125.9,19.86,56.37%,華廈(10層含以下有電梯),9,九層/九層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,有,,住家用,
永吉路,2019/6/21,2030,80.1,25.35,55.45%,套房(1房(1廳)1衛),9,四層/六層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,,有,,住家用,含增建或未登記建物。;
永吉路,2023/6/30,2600,90.5,28.74,45.80%,華廈(10層含以下有電梯),8,三層/六層,房地(土地+建物)+車位,土:1 建:1車:1,2房1廳1衛,,有,有,住家用,
永吉路,2023/6/15,800,100.3,7.98,54.28%,華廈(10層含以下有電梯),8,一層/六層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,有,住家用,
永吉路,2021/7/1,8100,110.4,73.37,46.94%,住宅大樓(11層含以上有電梯),8,十層/十一層,房地(土地+建物)+車位,土:1 建:1車:2,3房2廳2衛,,有,有,住家用,
永吉路,2021/3/25,10100,99.7,101.32,47.88%,住宅大樓(11層含以上有電梯),8,四層/十二層,房地(土地+建物)+車位,土:1 建:1車:2,3房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
永吉路,2020/7/18,2088,86.8,24.07,35.36%,華廈(10層含以下有電梯),8,五層/七層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,有,住家用,
永吉路,2020/6/14,1468,94.3,15.56,39.62%,華廈(10層含以下有電梯),8,七層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,有,住家用,陽台外推;夾層;含租約;
永吉路,2020/1/1,1296,83.5,15.52,39.71%,華廈(10層含以下有電梯),8,六層/七層,房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,有,,住家用,含增建或未登記建物。
永吉路,2022/11/11,1070,108.2,9.89,39.39%,華廈(10層含以下有電梯),7,五層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,夾層;
永吉路,2020/8/27,11300,78.5,143.86,48.53%,住宅大樓(11層含以上有電梯),7,三層/十二層,房地(土地+建物)+車位,土:1 建:1車:4,2廳4衛,,有,有,住家用,
永吉路,2020/8/3,9600,84.8,113.27,44.31%,住宅大樓(11層含以上有電梯),7,八層/十二層,房地(土地+建物)+車位,土:1 建:1車:3,1房2廳3衛,,有,有,住家用,
永吉路,2020/6/8,7588,87.6,86.64,63.14%,住宅大樓(11層含以上有電梯),7,十一層/十二層,房地(土地+建物)+車位,土:1 建:1車:2,4房2廳2衛,,有,,住家用,
永吉路,2020/5/21,6158,101.1,60.93,52.62%,住宅大樓(11層含以上有電梯),7,五層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,
永吉路,2019/5/16,1420,101.2,14.03,42.82%,套房(1房(1廳)1衛),7,二層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,,住家用,夾層
永吉路,2024/1/15,2250,116.7,19.29,47.18%,華廈(10層含以下有電梯),6,七層/八層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,有,住家用,3)建築物含有：雨遮陽台外推;夾層;
永吉路,2023/7/20,1520,87.8,17.32,41.07%,華廈(10層含以下有電梯),6,二層/八層,房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,有,有,住家用,
永吉路,2021/11/27,1200,78.1,15.36,41.53%,華廈(10層含以下有電梯),6,二層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,有,住家用,陽台外推;夾層;其他增建;
永吉路,2021/7/7,650,77.7,8.36,38.12%,公寓(5樓含以下無電梯),6,一層/五層,房地(土地+建物)+車位,土:1 建:2車:1,1房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。僅移轉１／２間親友、員工、共有人或其他特殊關係間之交易;
永吉路,2021/7/7,650,77.7,8.36,38.12%,公寓(5樓含以下無電梯),6,一層/五層,房地(土地+建物)+車位,土:1 建:2車:1,1房1廳1衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。僅移轉１／２間
永吉路,2021/5/17,1310,85.3,15.36,41.53%,華廈(10層含以下有電梯),6,三層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,有,住家用,陽台外推;夾層;其他增建;
永吉路,2021/4/19,1260,82,15.36,41.53%,華廈(10層含以下有電梯),6,三層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,陽台外推;夾層;其他增建;
永吉路,2019/9/17,8500,85.3,99.7,48.41%,住宅大樓(11層含以上有電梯),6,三層/十二層,房地(土地+建物)+車位,土:1 建:1車:2,3房2廳3衛,,有,,住家用,
永吉路,2019/4/21,9600,89.9,106.74,46.06%,住宅大樓(11層含以上有電梯),6,七層/十二層,房地(土地+建物)+車位,土:1 建:1車:3,3房2廳3衛,,有,,住家用,
永吉路,2019/3/26,10500,88,119.36,57.75%,住宅大樓(11層含以上有電梯),6,十一層/十二層,房地(土地+建物)+車位,土:1 建:1車:4,2衛,,有,,住家用,
永吉路,2023/7/7,1528,82.2,18.59,46.61%,華廈(10層含以下有電梯),5,二層/八層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,
永吉路,2023/4/22,1880,76.7,24.51,47.17%,華廈(10層含以下有電梯),5,三層/八層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳1衛,,有,有,住家用,
永吉路,2022/8/7,6756,113.8,59.36,57.47%,住宅大樓(11層含以上有電梯),5,六層/十四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,有,住家用,
永吉路,2020/11/24,1280,83.3,15.36,41.53%,華廈(10層含以下有電梯),5,四層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,有,有,住家用,陽台外推;夾層;其他增建;
永吉路,2020/9/20,1245,81,15.36,41.53%,華廈(10層含以下有電梯),5,二層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,陽台外推;夾層;其他增建;
永吉路,2020/8/8,1306,85,15.36,41.53%,華廈(10層含以下有電梯),5,四層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,有,住家用,陽台外推;夾層;其他增建;
永吉路,2020/2/26,1581,93,17,43.95%,華廈(10層含以下有電梯),5,五層/六層,房地(土地+建物),土:1 建:1車:0,,,有,,住家用,
永吉路,2023/5/29,1688,68.4,24.67,55.50%,華廈(10層含以下有電梯),4,五層/七層,房地(土地+建物)+車位,土:2 建:1車:1,1房1廳1衛,,有,有,住家用,
永吉路,2022/3/26,3330,100.1,33.25,58.92%,住宅大樓(11層含以上有電梯),4,七層/十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,
永吉路,2021/12/23,1331,79.1,16.82,40.73%,華廈(10層含以下有電梯),4,五層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,
永吉路,2021/12/23,1461,85.2,17.16,40.94%,華廈(10層含以下有電梯),4,四層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,
永吉路,2021/11/12,1503,87.3,17.22,41.03%,華廈(10層含以下有電梯),4,五層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,
永吉路,2021/11/12,1543,87,17.74,40.41%,華廈(10層含以下有電梯),4,一層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,總價款扣除未裝潢之費用新台幣:30萬元整.
永吉路,2021/11/3,1390,79.7,17.44,47.86%,華廈(10層含以下有電梯),4,三層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,
永吉路,2021/11/3,1449,83.1,17.44,47.86%,華廈(10層含以下有電梯),4,六層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,
永吉路,2021/11/3,1459,84.2,17.32,41.07%,華廈(10層含以下有電梯),4,八層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,
永吉路,2021/11/2,1354,78.7,17.22,41.03%,華廈(10層含以下有電梯),4,三層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,
永吉路,2021/10/30,1437,83.5,17.22,41.03%,華廈(10層含以下有電梯),4,七層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,
永吉路,2021/10/30,1321,77,17.16,40.94%,華廈(10層含以下有電梯),4,二層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,
永吉路,2021/10/16,1381,79.7,17.32,41.07%,華廈(10層含以下有電梯),4,四層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,
永吉路,2021/10/9,1390,80.3,17.32,41.07%,華廈(10層含以下有電梯),4,六層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,
永吉路,2021/10/5,5380,85,63.32,58.79%,住宅大樓(11層含以上有電梯),4,四層/十四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,有,住家用,
永吉路,2021/10/2,1435,83.6,17.16,40.94%,華廈(10層含以下有電梯),4,八層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,
永吉路,2021/9/27,5668,89.5,63.32,58.79%,住宅大樓(11層含以上有電梯),4,三層/十四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,有,住家用,
永吉路,2021/9/18,1466,84.1,17.44,47.86%,華廈(10層含以下有電梯),4,七層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,
永吉路,2021/9/18,1550,88.9,17.44,47.86%,華廈(10層含以下有電梯),4,八層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,
永吉路,2021/9/11,1412,82.3,17.16,40.94%,華廈(10層含以下有電梯),4,六層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,
永吉路,2021/9/4,1320,78.5,16.82,40.73%,華廈(10層含以下有電梯),4,三層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,
永吉路,2021/8/9,1366,78.3,17.44,47.86%,華廈(10層含以下有電梯),4,二層/八層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,有,住家用,
永吉路,2021/3/11,6370,91.7,69.47,64.85%,住宅大樓(11層含以上有電梯),4,七層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,,有,有,住家用,其他增建;
永吉路,2021/12/1,1475,43.1,34.22,55.50%,華廈(10層含以下有電梯),3,三層/七層,房地(土地+建物)+車位,土:2 建:1車:2,,,無,有,住家用,
永吉路,2021/9/29,1500,60.8,24.67,55.50%,華廈(10層含以下有電梯),3,二層/七層,房地(土地+建物)+車位,土:2 建:1車:1,1房1廳1衛,,無,有,住家用,
永吉路,2021/9/21,2010,65.2,30.81,57.44%,華廈(10層含以下有電梯),3,二層/七層,房地(土地+建物)+車位,土:2 建:1車:1,2房2廳1衛,,有,有,住家用,
永吉路,2021/5/14,2759,75.6,36.48,68.80%,住宅大樓(11層含以上有電梯),3,八層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,本買賣標的停車位產權持分為1/2個
永吉路,2021/4/10,1450,100.1,14.48,62.84%,華廈(10層含以下有電梯),3,一層/八層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,其他增建;
永吉路,2021/3/14,1900,101.1,18.79,46.11%,華廈(10層含以下有電梯),3,五層/八層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,
永吉路,2021/2/26,5666.9,101.5,55.84,56.23%,住宅大樓(11層含以上有電梯),3,十四層/十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;其他增建;
永吉路,2021/1/8,6210,102.9,60.38,56.52%,住宅大樓(11層含以上有電梯),3,十三層/十四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,有,住家用,
永吉路,2021/1/8,1600,92.4,17.32,41.07%,華廈(10層含以下有電梯),3,二層/八層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,有,住家用,
永吉路,2020/11/23,2830,85.2,33.21,58.98%,住宅大樓(11層含以上有電梯),3,十一層/十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,含土地增值稅或其他稅費;含仲介費;
永吉路,2020/11/9,5400,85.3,63.32,58.79%,住宅大樓(11層含以上有電梯),3,五層/十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,
永吉路,2020/8/24,5480,87.9,62.33,57.03%,住宅大樓(11層含以上有電梯),3,十層/十四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,有,住家用,
永吉路,2020/7/27,5100,81.8,62.33,57.03%,住宅大樓(11層含以上有電梯),3,五層/十四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,有,住家用,
永吉路,2021/3/24,1500,60.8,24.67,34.03%,華廈(10層含以下有電梯),2,四層/七層,房地(土地+建物)+車位,土:2 建:1車:1,2房1廳1衛,,有,有,住家用,
永吉路,2020/11/28,2000,71.4,28.01,41.31%,華廈(10層含以下有電梯),2,一層/七層,房地(土地+建物)+車位,土:2 建:1車:1,,,無,有,住家用,後陽台增建。 室內含有二衛。其他增建;
永吉路,2020/8/29,1720,92.5,18.59,46.61%,華廈(10層含以下有電梯),2,四層/八層,房地(土地+建物),土:1 建:1車:0,,,有,有,住家用,
永吉路,2020/8/27,1886,92,20.5,49.03%,華廈(10層含以下有電梯),2,四層/八層,房地(土地+建物),土:1 建:1車:0,,,有,有,住家用,
永吉路,2020/8/16,1803,84.8,21.27,57.44%,華廈(10層含以下有電梯),2,三層/七層,房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,無,有,住家用,
永吉路,2020/5/25,1800,97.8,18.41,46.58%,華廈(10層含以下有電梯),2,八層/八層,房地(土地+建物),土:1 建:1車:0,,,有,,住家用,
永吉路,2020/3/15,5330,85.5,62.33,57.03%,住宅大樓(11層含以上有電梯),2,十二層/十四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,,住家用,
永吉路,2020/1/23,1736,92.4,18.79,46.11%,華廈(10層含以下有電梯),2,七層/八層,房地(土地+建物),土:1 建:1車:0,,,有,,住家用,
永吉路,2020/1/20,1700,93,18.27,47.42%,華廈(10層含以下有電梯),2,三層/八層,房地(土地+建物),土:1 建:1車:0,,,有,,住家用,
永吉路,2020/1/20,1900,98.5,19.29,47.18%,華廈(10層含以下有電梯),2,七層/八層,房地(土地+建物),土:1 建:1車:0,,,有,,住家用,
永吉路,2020/1/10,1666,95.5,17.44,47.86%,套房(1房(1廳)1衛),2,五層/八層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,,住家用,
永吉路,2019/12/31,2630,79.1,33.25,58.92%,住宅大樓(11層含以上有電梯),2,三層/十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,
永吉路,2019/12/29,5836,68.9,84.69,58.80%,住宅大樓(11層含以上有電梯),2,九層/十四層,房地(土地+建物)+車位,土:1 建:1車:2,3房2廳2衛,,有,,住家用,
永吉路,2019/11/7,1725,91.4,18.88,47.96%,套房(1房(1廳)1衛),2,二層/八層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,,住家用,
永吉路,2019/10/7,6219,103,60.38,56.52%,住宅大樓(11層含以上有電梯),2,十三層/十四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,,住家用,
永吉路,2019/9/14,2630,76.1,34.58,56.66%,住宅大樓(11層含以上有電梯),2,十四層/十四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,,住家用,
永吉路,2023/10/20,3320,84,39.5,54.40%,住宅大樓(11層含以上有電梯),1,十層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,,有,有,住家用,
永吉路,2023/10/20,5550,94.4,58.82,60.20%,住宅大樓(11層含以上有電梯),1,七層/二十一層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,,有,有,住家用,含土地增值稅或其他稅費;含仲介費;其他增建;
永吉路,2023/9/22,5250,90.9,57.74,59.25%,住宅大樓(11層含以上有電梯),1,十一層/二十一層,房地(土地+建物)+車位,土:2 建:1車:1,3房2廳2衛,,有,有,住家用,
永吉路,2023/9/5,1500,22.2,67.7,59.87%,住宅大樓(11層含以上有電梯),1,十三層/二十一層,房地(土地+建物)+車位,土:2 建:1車:1,4房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
永吉路,2023/7/12,8500,92.5,91.94,59.62%,住宅大樓(11層含以上有電梯),1,十八層/二十一層,房地(土地+建物)+車位,土:2 建:1車:2,4房2廳3衛,,有,有,住家用,
永吉路,2023/6/21,5188,81.4,63.77,56.77%,住宅大樓(11層含以上有電梯),1,"十二層,見其他登記事項/十二層",房地(土地+建物)+車位,土:1 建:1車:1,2房2廳2衛,,有,有,住家用,
永吉路,2023/6/20,3230,78.9,40.94,57.76%,住宅大樓(11層含以上有電梯),1,六層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,2房2廳1衛,,有,有,住家用,
永吉路,2020/5/26,1700,55.2,30.81,57.44%,華廈(10層含以下有電梯),1,二層/七層,房地(土地+建物)+車位,土:2 建:1車:1,1房1廳1衛,,無,有,住家用,管理委員會尚未成立。
永吉路,2020/5/18,1900,61.7,30.81,57.44%,華廈(10層含以下有電梯),1,五層/七層,房地(土地+建物)+車位,土:2 建:1車:1,1房1廳1衛,,有,,住家用,
永吉路,2020/4/29,1588,74.7,21.27,57.44%,套房(1房(1廳)1衛),1,四層/七層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,有,,住家用,
永吉路,2020/4/2,1588,74.7,21.27,57.44%,套房(1房(1廳)1衛),1,三層/七層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,,住家用,
永吉路,2020/2/26,1775,57.6,30.81,39.65%,華廈(10層含以下有電梯),1,六層/七層,房地(土地+建物)+車位,土:2 建:1車:1,,,無,,住家用,
永吉路,2020/2/24,1700,55.2,30.81,39.65%,華廈(10層含以下有電梯),1,五層/七層,房地(土地+建物)+車位,土:2 建:1車:1,,,無,,住家用,
永吉路,2019/11/9,1800,89.7,20.08,62.59%,套房(1房(1廳)1衛),1,七層/七層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,,住家用,
永吉路,2019/7/3,4700,75.4,62.33,57.03%,住宅大樓(11層含以上有電梯),1,六層/十四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,,住家用,
永吉路,2019/6/25,5198,67.3,77.23,56.28%,住宅大樓(11層含以上有電梯),1,十四層/十四層,房地(土地+建物)+車位,土:1 建:2車:2,4房2廳2衛,,有,,住家用,
永吉路,2019/6/17,2000,105.9,18.88,47.61%,套房(1房(1廳)1衛),1,八層/八層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,,住家用,
永吉路,2019/5/18,1480,114.5,12.93,49.49%,套房(1房(1廳)1衛),1,七層/八層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,,住家用,
永吉路,2019/3/7,5030,80.8,62.27,57.02%,住宅大樓(11層含以上有電梯),1,六層/十四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,,住家用,
永吉路,2019/2/23,4825,77.4,62.33,57.03%,住宅大樓(11層含以上有電梯),1,七層/十四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,,住家用,
永吉路,2019/1/11,5180,83.2,62.27,57.02%,住宅大樓(11層含以上有電梯),1,十二層/十四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,,住家用,
中坡北路,2021/11/28,2160,69.9,30.89,86.34%,公寓(5樓含以下無電梯),41,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;其他增建;
中坡北路,2023/3/6,3140,76.6,40.98,82.63%,華廈(10層含以下有電梯),39,七層/七層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,有,住家用,陽台外推;其他增建;
中坡北路,2022/3/21,3700,88,42.04,64.79%,公寓(5樓含以下無電梯),39,一層/五層,房地(土地+建物),土:2 建:2車:0,1房1廳1衛,,無,無,住家用,增建全部及地下室使用權一併移轉其他增建;
中坡北路,2020/3/24,850,55,15.45,86.35%,公寓(5樓含以下無電梯),39,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,,住家用,二親等買賣親友、員工或其他特殊關係間之交易。;
中坡北路,2022/11/3,120,27.1,4.43,82.53%,住宅大樓(11層含以上有電梯),38,九層/十二層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
